translation.signup.email-sent,邮件已发送，请检查邮箱以验证您的账户。
translation.title.about,关于
translation.title.main,TimeScale Creator Online
translation.title.settings,设置
translation.navBar.home,首页
translation.navBar.presets,预设
translation.navBar.chart,图表
translation.navBar.datapacks,数据包
translation.navBar.settings,设置
translation.navBar.help,帮助
translation.navBar.about,关于
translation.navBar.workshops,研讨会
translation.workshops.login-first,您尚未登录。请先登录以查看研讨会。
translation.workshops.header,您注册的研讨会
translation.workshops.description-header,点击任意研讨会查看详细信息！
translation.workshops.titles.all,全部研讨会
translation.workshops.titles.upcoming,即将开始
translation.workshops.titles.active,进行中
translation.workshops.titles.past,已结束
translation.workshops.messages.upcoming,暂无即将开始的研讨会。
translation.workshops.messages.active,暂无进行中的研讨会。
translation.workshops.messages.past,暂无已结束的研讨会。
translation.workshops.dates.start,开始日期：
translation.workshops.dates.end,结束日期：
translation.workshops.details-page.datapacks,数据包
translation.workshops.details-page.instructions,说明文件
translation.workshops.details-page.presentation,演示文稿
translation.workshops.details-page.other-files,其他文件
translation.workshops.details-page.view,查看
translation.workshops.details-page.download-button,下载所有文件
translation.workshops.details-page.description,描述
translation.workshops.details-page.please-register,请注册以访问相关文件
translation.workshops.details-page.register-button,注册
translation.workshops.details-page.registered-button,已注册
translation.workshops.details-page.download-tooltip-not-registered,请联系 jogg@purdue.edu 进行注册！
translation.workshops.details-page.messages.no-datapacks,暂无数据包
translation.workshops.details-page.messages.no-instructions,暂无说明文件
translation.workshops.details-page.messages.no-presentation,暂无演示文稿
translation.workshops.details-page.messages.no-files,暂无文件
translation.workshops.calendar.switchLabel,切换日历
translation.workshops.calendar.month,月
translation.workshops.calendar.week,周
translation.workshops.calendar.days.sunday,周日
translation.workshops.calendar.days.monday,周一
translation.workshops.calendar.days.tuesday,周二
translation.workshops.calendar.days.wednesday,周三
translation.workshops.calendar.days.thursday,周四
translation.workshops.calendar.days.friday,周五
translation.workshops.calendar.days.saturday,周六
translation.workshops.calendar.months.1,一月
translation.workshops.calendar.months.2,二月
translation.workshops.calendar.months.3,三月
translation.workshops.calendar.months.4,四月
translation.workshops.calendar.months.5,五月
translation.workshops.calendar.months.6,六月
translation.workshops.calendar.months.7,七月
translation.workshops.calendar.months.8,八月
translation.workshops.calendar.months.9,九月
translation.workshops.calendar.months.10,十月
translation.workshops.calendar.months.11,十一月
translation.workshops.calendar.months.12,十二月
translation.loading.loading-datapacks,正在加载数据包
translation.loading.time,这可能需要一分钟以上
translation.loading.fetching-datapacks,正在获取数据包
translation.crossPlot.options.save,保存交叉图
translation.crossPlot.options.models,模型
translation.crossPlot.options.markers,标记
translation.crossPlot.options.show-tooltips,显示提示
translation.crossPlot.options.timeline,时间轴 开/关
translation.crossPlot.options.auto-plot,自动绘图
translation.crossPlot.options.download-converted-datapack,下载转换后的数据包
translation.crossPlot.options.upload-converted-datapack,上传转换后的数据包到个人资料
translation.crossPlot.save-modal.save-filename,保存文件名…
translation.crossPlot.save-modal.upload-title,上传数据包为…
translation.crossPlot.time.select-unit,请选择单位。
translation.crossPlot.time.no-chart-units-available,无可用单位
translation.crossPlot.time.disabled-unit-reason,无法更改年龄单位，因为年龄必须在 X 轴上。
translation.crossPlot.time.select-datapack,请选择数据包。
translation.crossPlot.time.no-unit-selected,未选择单位
translation.crossPlot.time.xAxis,X 轴（仅年龄）
translation.crossPlot.time.yAxis,Y 轴（年龄/深度）
translation.crossPlot.sidebar.no-markers,无标记（请在主视图点击图表添加标记）
translation.crossPlot.sidebar.no-models,无模型（请在主视图点击图表添加模型）
translation.crossPlot.out-of-date.title,图表已过期
translation.crossPlot.out-of-date.description,准备好后，点击下方按钮应用更改。
translation.crossPlot.out-of-date.revert,撤销更改
translation.crossPlot.out-of-date.apply,应用更改
translation.crossPlot.not-created.title,尚未创建交叉图
translation.crossPlot.not-created.description,请配置交叉图设置，然后点击下方按钮生成。
translation.crossPlot.not-created.generate,生成交叉图
translation.crossPlot.create-datapack,创建交叉图数据包
translation.settingsTabs.Time,时间
translation.settingsTabs.Preferences,偏好
translation.settingsTabs.Column,列
translation.settingsTabs.Search,搜索
translation.settingsTabs.Font,字体
translation.settingsTabs.Map Points,地图点
translation.settingsTabs.Datapacks,数据包
translation.settingsTabs.General,常规
translation.settingsTabs.Data Mining,数据挖掘
translation.settingsTabs.Curve Drawing,曲线绘制
translation.settingsTabs.Overlay,叠加
translation.settingsTabs.About,关于
translation.settingsTabs.View Data,查看数据
translation.settingsTabs.Discussion,讨论
translation.settingsTabs.Warnings,警告
translation.settingsTabs.Load/Save,加载/保存
translation.settingsTabs.xAxis,X 轴（仅年龄）
translation.settingsTabs.yAxis,Y 轴（年龄/深度）
translation.settings.header,设置
translation.settings.time.interval.top,间隔顶部
translation.settings.time.interval.base,间隔底部
translation.settings.time.interval.top-name,顶部年龄/阶段名称
translation.settings.time.interval.base-name,底部年龄/阶段名称
translation.settings.time.interval.vertical-scale,垂直比例（每 1 的厘米数）
translation.settings.time.interval.helper-text,底部年龄必须早于顶部年龄
translation.settings.time.interval.vertical-scale-header,垂直比例
translation.settings.preferences.checkboxs.skip-empty-columns,将无数据的列灰显（且不绘制）
translation.settings.preferences.checkboxs.mouse-over-info,添加鼠标悬停信息（弹出提示）
translation.settings.preferences.checkboxs.global-priority,启用区块列的全局优先级过滤
translation.settings.preferences.checkboxs.stage-background,为事件列启用阶段背景
translation.settings.preferences.checkboxs.enable-legend,为图表启用图例
translation.settings.preferences.checkboxs.lithology-auto-indent,不自动缩进岩性图案
translation.settings.preferences.checkboxs.conserve-chart,在族谱绘制中节省图表空间（未实现）
translation.settings.preferences.checkboxs.hide-block-labels,根据优先级隐藏区块标签
translation.settings.preferences.checkboxs.use-suggested-age-spans,不使用数据包建议的时间范围
translation.settings.preferences.settings-file.load,加载设置
translation.settings.preferences.settings-file.save,保存设置
translation.settings.preferences.settings-file.load-dialog.message,这将覆盖您所做的所有更改！
translation.settings.preferences.settings-file.load-dialog.cancel,取消
translation.settings.preferences.settings-file.load-dialog.load,加载
translation.settings.preferences.settings-file.save-dialog.message,请输入文件名。
translation.settings.preferences.settings-file.save-dialog.cancel,取消
translation.settings.preferences.settings-file.save-dialog.save,保存
translation.settings.column.tooltip.not-in-range,数据不在时间范围内
translation.settings.column.tooltip.auto-scale,自动缩放
translation.settings.column.tooltip.flip,翻转范围
translation.settings.column.titles.column-menu-title,列自定义
translation.settings.column.titles.data-mining-title,数据挖掘设置
translation.settings.column.titles.font-option-title,{{name}} 的字体选项
translation.settings.column.menu.shift-row,移动行位置
translation.settings.column.menu.edit-name,编辑标题
translation.settings.column.menu.background-color,背景颜色
translation.settings.column.menu.enable-title,启用标题
translation.settings.column.menu.show-age-label,显示年龄标签
translation.settings.column.menu.info-box,信息与参考
translation.settings.column.menu.add-blank-column,添加空白列
translation.settings.column.menu.add-age-column,添加年龄列
translation.settings.column.menu.width,宽度
translation.settings.column.menu.orientation.title,标签方向
translation.settings.column.menu.orientation.horizontal,水平
translation.settings.column.menu.orientation.vertical,垂直
translation.settings.column.menu.show-uncertainty,显示不确定性标签
translation.settings.column.menu.events,事件
translation.settings.column.menu.ranges,范围
translation.settings.column.menu.first-occurrence,首次出现
translation.settings.column.menu.last-occurrence,最后出现
translation.settings.column.menu.alphabetical,按字母排序
translation.settings.column.menu.ruler.title,年龄刻度对齐方式
translation.settings.column.menu.ruler.left,左对齐
translation.settings.column.menu.ruler.right,右对齐
translation.settings.column.create-custom-column-button,创建自定义列
translation.settings.column.font-menu.change,更改字体
translation.settings.column.font-menu.additional,子列的附加字体
translation.settings.column.datamining-menu.title,数据挖掘设置
translation.settings.column.datamining-menu.window-size,窗口大小
translation.settings.column.datamining-menu.step-size,步长
translation.settings.column.datamining-menu.options.frequency,频率
translation.settings.column.datamining-menu.options.max-val,最大值
translation.settings.column.datamining-menu.options.min-val,最小值
translation.settings.column.datamining-menu.options.avg-val,平均值
translation.settings.column.datamining-menu.options.roc,变化率
translation.settings.column.datamining-menu.options.freq-of-LAD,LAD 频率
translation.settings.column.datamining-menu.options.freq-of-FAD,FAD 频率
translation.settings.column.datamining-menu.options.combined-events,组合事件
translation.settings.column.datamining-menu.options-title.event,事件类型
translation.settings.column.datamining-menu.options-title.chron,地层年代类型
translation.settings.column.datamining-menu.options-title.plot,绘图数据类型
translation.settings.column.curve-drawing-menu.title,点绘制设置
translation.settings.column.curve-drawing-menu.rod,数据范围
translation.settings.column.curve-drawing-menu.lower-range,下限
translation.settings.column.curve-drawing-menu.upper-range,上限
translation.settings.column.curve-drawing-menu.scale-start,刻度起点
translation.settings.column.curve-drawing-menu.scale-step,刻度步长
translation.settings.column.curve-drawing-menu.show-scale,显示刻度
translation.settings.column.curve-drawing-menu.draw-points,绘制点
translation.settings.column.curve-drawing-menu.point-shape,点形状
translation.settings.column.curve-drawing-menu.line,线
translation.settings.column.curve-drawing-menu.fill,填充
translation.settings.column.curve-drawing-menu.background-gradient,背景渐变
translation.settings.column.curve-drawing-menu.curve-gradient,曲线渐变
translation.settings.column.curve-drawing-menu.start,开始
translation.settings.column.curve-drawing-menu.end,结束
translation.settings.column.overlay-menu.title,叠加设置
translation.settings.column.overlay-menu.display-overlay,显示叠加
translation.settings.column.overlay-menu.overlay-column-header,叠加列
translation.settings.column.overlay-menu.overlay-column-preposition,于
translation.settings.column.overlay-menu.overlay-accordion-caption,*灰显的列无法用于叠加（非事件列或点列）
translation.settings.column.overlay-menu.invalid-column-mouseover,不是事件列或点列
translation.settings.column.overlay-menu.column-not-selected,请从菜单选择列
translation.settings.column.add-custom-column-menu.base-column-header,选择基础列
translation.settings.column.add-custom-column-menu.type-column-header,选择类型列
translation.settings.column.add-custom-column-menu.customize-column-header,自定义列
translation.settings.column.add-custom-column-menu.data-mining-description,对指定点列进行滑动窗口计算，生成统计指标（如最小值、最大值、平均值、变化率等）。
translation.settings.column.add-custom-column-menu.dual-column-comparison-description,叠加多个数据列，以可视化比较其趋势、模式或数值。
translation.settings.column.add-custom-column-menu.select-base-column,请选择点列或事件列
translation.settings.column.add-custom-column-menu.create-column,创建列
translation.settings.search.search-bar,搜索
translation.settings.search.found-result,找到 {{count}} 个结果
translation.settings.search.current-time-settings,当前时间设置（底部 / 顶部）
translation.settings.search.header.status,列启用？
translation.settings.search.header.center,居中
translation.settings.search.header.extend,扩展
translation.settings.search.header.column,列
translation.settings.search.header.age,年龄
translation.settings.search.header.qualifier,类型
translation.settings.search.header.notes,注释
translation.settings.font.notes1,这些是系统默认字体。
translation.settings.font.notes2,在此更改将影响整个图表。
translation.settings.font.notes3,注意：这些字体也可以在每一列的字体按钮中单独调整。
translation.settings.map-points.included,包含的地图
translation.settings.map-points.not-avaliable,此数据包没有可用的地图点
translation.settings.datapacks.see-info-guidance,点击数据包查看更多信息！
translation.settings.datapacks.add-datapack-guidance,勾选复选框以添加数据包
translation.settings.datapacks.title.private-official,内部官方数据包
translation.settings.datapacks.title.public-official,官方数据包
translation.settings.datapacks.title.contributed,用户贡献数据包
translation.settings.datapacks.title.workshop,研讨会数据包
translation.settings.datapacks.title.your,您的数据包
translation.settings.datapacks.title.treatise,Treatise 数据包
translation.settings.datapacks.title.lexicon,Lexicon 数据包
translation.settings.datapacks.no,否
translation.settings.datapacks.avaliable,可用
translation.settings.datapacks.upload,上传数据包
translation.settings.datapacks.seeMore,查看更多…
translation.settings.datapacks.seeLess,收起…
translation.settings.datapacks.upload-form.title,上传您的数据包
translation.settings.datapacks.upload-form.no-file,未选择文件
translation.settings.datapacks.upload-form.name,数据包名称
translation.settings.datapacks.upload-form.name-placeholder,输入数据包名称
translation.settings.datapacks.upload-form.author,作者
translation.settings.datapacks.upload-form.author-placeholder,署名…
translation.settings.datapacks.upload-form.priority,优先级
translation.settings.datapacks.upload-form.priority-placeholder,输入数据包优先级
translation.settings.datapacks.upload-form.priority-tooltip,优先级最低的数据包会最先显示
translation.settings.datapacks.upload-form.description,数据包描述
translation.settings.datapacks.upload-form.description-placeholder,输入数据包描述
translation.settings.datapacks.upload-form.tags,标签
translation.settings.datapacks.upload-form.make-public,将数据包设为公开
translation.settings.datapacks.upload-form.button.add-ref,添加参考文献
translation.settings.datapacks.upload-form.button.more,更多选项
translation.settings.datapacks.upload-form.button.finish,完成并上传
translation.settings.datapacks.upload-form.button.startover,重新开始
translation.settings.datapacks.upload-form.reference,参考文献
translation.settings.datapacks.upload-form.contact,联系方式
translation.settings.datapacks.upload-form.contact-placeholder,输入您的联系方式
translation.settings.datapacks.upload-form.contact-helper-text,(可选) 如您希望他人就数据包与您联系
translation.settings.datapacks.upload-form.notes,备注
translation.settings.datapacks.upload-form.notes-placeholder,在此输入数据包备注
translation.settings.datapacks.upload-form.notes-helper-text,(可选) 一般为设置建议或使用说明
translation.settings.datapacks.pdf-upload,上传 PDF
translation.settings.datapacks.comment-flagged,此评论已被标记。
translation.chart.no-chart-yet,您尚未创建图表
translation.chart.save,保存
translation.dialogs.confirm-datapack-change.title,确认更改数据包选择
translation.dialogs.confirm-datapack-change.message,您有未保存的更改！要保存这些更改吗？
translation.dialogs.confirm-datapack-change.yes,保存
translation.dialogs.confirm-datapack-change.no,放弃
translation.dialogs.default-age.title,使用默认时间范围？
translation.dialogs.confirm-changes.message,您确定要放弃更改吗？
translation.help.qsg.title,快速入门指南
translation.help.qsg.content,欢迎使用 Time Scale Creator Online！在此快速指南中，您将了解导航栏中每个标签的功能。点击“开始 QSG”按钮开始。
translation.help.qsg.button,开始 QSG
translation.help.tour.title,导览
translation.help.tour.content.datapacks,在数据包导览中，您将深入了解数据包页面。点击按钮开始！
translation.help.tour.content.settings,在设置导览中，您将深入了解设置页面。点击按钮开始！
translation.help.tour.button.datapacks,开始数据包导览
translation.help.tour.button.settings,开始设置导览
translation.help.license,软件许可
translation.help.file-format-info.title,文件格式说明
translation.help.file-format-info.link,查看文件格式说明
translation.report-bug.title,报告问题
translation.report-bug.subtitle,感谢您帮助我们改进产品！请填写以下信息，以便我们更好地理解并尽快解决问题。
translation.report-bug.name,名称/ID
translation.report-bug.name-placeholder,问题标题
translation.report-bug.email,邮箱
translation.report-bug.email-placeholder,您的邮箱
translation.report-bug.email-helper-text,此项为可选，但如果您提供邮箱，我们可联系您获取更多信息或告知问题解决情况。
translation.report-bug.helper-text,此项为必填项。
translation.report-bug.description,请简要描述您遇到的问题。
translation.report-bug.description-placeholder,问题描述
translation.report-bug.attached,已上传
translation.report-bug.send,发送
translation.report-bug.attach-files,上传文件
translation.report-bug.thank-you,感谢您的反馈！我们非常感激您的帮助
translation.report-bug.redirect,您将在以下时间后跳转至首页
translation.report-bug.not-redirect,如果没有自动跳转，
translation.report-bug.click-here,点击这里
translation.report-bug.return-to-homepage,返回首页。
translation.report-bug.second,秒
translation.report-bug.loading-header,正在发送您的报告…
translation.report-bug.loading-subheader,请稍候，我们正在处理您的报告。
translation.errors.REGISTER_WORKSHOP_FAILED,无法注册研讨会。请稍后再试。
translation.errors.NO_FILES_TO_DOWNLOAD,没有可下载的文件。
translation.errors.USER_DATAPACK_UPLOAD_FAILED,无法上传用户数据包。请稍后再试。
translation.errors.SERVER_RESPONSE_ERROR,服务器响应错误。请稍后再试。
translation.errors.INVALID_DATAPACK_INFO,服务器返回的数据包信息无效。请稍后再试。
translation.errors.INVALID_PRESET_INFO,服务器返回的预设信息无效。请稍后再试。
translation.errors.INVALID_PATTERN_INFO,服务器返回的图案信息无效。请稍后再试。
translation.errors.INVALID_TIME_SCALE,服务器返回的时间尺度数据无效。请稍后再试。
translation.errors.INVALID_DATAPACK_CONFIG,数据包配置不正确。请稍后再试。
translation.errors.INVALID_SVG_READY_RESPONSE,服务器返回的 SVG 响应无效。请稍后再试。
translation.errors.INVALID_SETTINGS_RESPONSE,服务器返回的设置响应无效。请稍后再试。
translation.errors.INVALID_CHART_RESPONSE,服务器返回的图表响应无效。请稍后再试。
translation.errors.INVALID_PATH,请求的路径无效。请确认路径是否正确。
translation.errors.INVALID_DATAPACK_UPLOAD,无效的数据包上传。
translation.errors.INVALID_DATAPACK_PHYLUM,提供的 Treatise 数据包门类无效。
translation.errors.REGULAR_USER_UPLOAD_DATAPACK_TOO_LARGE,上传的数据包超过 3000 个字符。
translation.errors.INVALID_USER_DATAPACKS,服务器返回的用户数据包信息无效。请稍后再试。
translation.errors.INVALID_PUBLIC_DATAPACKS,服务器返回的公共数据包信息无效。请稍后再试。
translation.errors.NO_DATAPACK_FILE_FOUND,未找到数据包文件。请先上传数据包文件。
translation.errors.DATAPACK_FILE_NAME_TOO_LONG,数据包文件名过长。请缩短文件名。
translation.errors.UNRECOGNIZED_DATAPACK_EXTENSION,无法识别的数据包扩展名。文件必须为 .dpk、.mdpk、.map 或 .txt 类型。请上传有效的数据包文件。
translation.errors.UNRECOGNIZED_DATAPACK_FILE,无法识别的数据包文件。请上传有效的数据包文件。
translation.errors.UNFINISHED_DATAPACK_UPLOAD_FORM,请在上传文件前填写完整数据包上传表单。
translation.errors.DATAPACK_ALREADY_EXISTS,数据包已存在。请上传具有唯一标题的数据包。
translation.errors.NO_DATAPACKS_SELECTED,未选择数据包。请至少选择一个数据包以生成图表。
translation.errors.NO_COLUMNS_SELECTED,未选择列。请至少选择一列以生成图表。
translation.errors.IS_BAD_RANGE,底部年龄必须大于顶部年龄。
translation.errors.INVALID_MAPPACK_INFO,服务器返回的地图包信息无效。请稍后再试。
translation.errors.UNABLE_TO_LOGIN_SERVER,由于服务器错误，无法登录。请稍后再试。
translation.errors.UNABLE_TO_LOGIN_GOOGLE_CREDENTIAL,无法使用 Google 凭据登录。请重试。
translation.errors.UNABLE_TO_LOGIN_USERNAME_OR_PASSWORD,用户名或密码无效。请重试。
translation.errors.UNABLE_TO_LOGIN_EXISTING_USER,该邮箱的用户已存在。请登录或使用其他邮箱注册。
translation.errors.UNABLE_TO_LOGOUT,无法注销。请稍后再试。
translation.errors.UNABLE_TO_SIGNUP_SERVER,由于服务器错误，无法注册。请稍后再试。
translation.errors.UNABLE_TO_SIGNUP_USERNAME_OR_EMAIL,邮箱或用户名已存在。请使用不同的邮箱或用户名重试。
translation.errors.INVALID_FORM,表单无效。请确认所有字段均已正确填写。
translation.errors.UNABLE_TO_VERIFY_ACCOUNT,您的邮箱尚未验证。请先完成邮箱验证。如果未收到验证邮件，请重新发送。
translation.errors.ALREADY_VERIFIED_ACCOUNT,账户已完成验证。请登录。
translation.errors.UNABLE_TO_VERIFY_ACCOUNT_SERVER,由于服务器错误，无法验证账户。请稍后再试。
translation.errors.TOKEN_EXPIRED_OR_INVALID,验证令牌无效或已过期。请请求新的验证邮件。
translation.errors.UNABLE_TO_SEND_EMAIL,无法发送邮件。请稍后再试。
translation.errors.UNABLE_TO_RESET_PASSWORD,无法重置密码。请稍后再试。
translation.errors.UNABLE_TO_RESET_EMAIL,无法重置邮箱。请稍后再试。
translation.errors.UNABLE_TO_LOGIN_ACCOUNT_LOCKED,您的账户已被锁定。请检查邮箱获取更多信息或联系支持。
translation.errors.UNABLE_TO_RECOVER_ACCOUNT,无法找回账户。请联系支持以获取更多信息。
translation.errors.NOT_LOGGED_IN,请登录以使用此功能。
translation.errors.USER_DATAPACK_FILE_NOT_FOUND_FOR_DOWNLOAD,服务器上未找到请求的数据包。请稍后再试或联系技术支持。
translation.errors.INCORRECT_ENCRYPTION_HEADER,无法加密文件，请稍后再试。
translation.errors.TOO_MANY_REQUESTS,请求过于频繁。请稍后再试。
translation.errors.RECAPTCHA_FAILED,验证码验证失败。请重试。
translation.errors.COOKIE_REJECTED,您必须接受 Cookie 才能登录。
translation.errors.UNRECOGNIZED_IMAGE_FILE,无法识别的图片扩展名。请上传有效的图片文件。
translation.errors.UPLOAD_PROFILE_PICTURE_FAILED,无法上传头像。请稍后再试。
translation.errors.UNABLE_TO_CHANGE_USERNAME,无法更改用户名。请稍后再试。
translation.errors.UNABLE_TO_DELETE_PROFILE,无法删除账户。请稍后再试。
translation.errors.INCORRECT_PASSWORD,密码错误。请重试。
translation.errors.USERNAME_TAKEN,用户名已被占用。请尝试其他用户名。
translation.errors.UNABLE_TO_READ_FILE_OR_EMPTY_FILE,无法读取文件或文件为空。请重试。
translation.errors.FETCH_USERS_FAILED,无法获取用户列表供管理员查看。请稍后再试。
translation.errors.ADMIN_ADD_USER_FAILED,无法添加用户。请稍后再试。
translation.errors.SERVER_TIMEOUT,服务器超时。请稍后再试。
translation.errors.SERVER_BUSY,服务器繁忙。请稍后再试。
translation.errors.ADMIN_DELETE_USER_FAILED,无法删除用户。请稍后再试。
translation.errors.UNABLE_TO_FETCH_DATAPACKS,无法获取数据包。请稍后再试。
translation.errors.UNABLE_TO_FETCH_USER_DATAPACKS,无法获取用户数据包。请稍后再试。
translation.errors.CANNOT_DELETE_ROOT_USER,无法删除根用户。
translation.errors.ADMIN_DELETE_USER_DATAPACK_FAILED,无法删除用户数据包。请稍后再试。
translation.errors.ADMIN_MODIFY_USER_FAILED,无法修改用户信息。请稍后再试。
translation.errors.ADMIN_DELETE_SERVER_DATAPACK_FAILED,无法删除服务器数据包。请稍后再试。
translation.errors.ADMIN_CANNOT_DELETE_ROOT_DATAPACK,无法删除根数据包。请联系服务器管理员。
translation.errors.INVALID_SERVER_DATAPACK_REQUEST,无效的服务器数据包请求。请稍后再试。
translation.errors.SERVER_FILE_METADATA_ERROR,服务器文件元数据错误。请稍后再试。
translation.errors.USER_DELETE_DATAPACK_FAILED,无法删除用户数据包。请稍后再试。
translation.errors.UNABLE_TO_PROCESS_DATAPACK_CONFIG,无法处理数据包配置。请稍后再试。
translation.errors.INVALID_SETTINGS,设置无效。请重试。
translation.errors.INTERNAL_ERROR,生成图表时发生内部错误。请稍后再试。
translation.errors.ADMIN_ADD_USERS_TO_WORKSHOP_FAILED,无法向研讨会添加用户。请稍后再试。
translation.errors.ADMIN_EMAIL_INVALID,邮箱无效。请修正后重试。
translation.errors.ADMIN_WORKSHOP_FIELDS_EMPTY,您必须提供至少一个字段以向研讨会添加用户。
translation.errors.UNRECOGNIZED_EXCEL_FILE,无法识别的 Excel 文件。请上传有效的 Excel 文件。
translation.errors.SERVER_DATAPACK_ALREADY_EXISTS,服务器上已经存在该数据包。请上传标题不同的唯一数据包。
translation.errors.ADMIN_WORKSHOP_START_AFTER_END,开始日期必须早于结束日期。
translation.errors.ADMIN_CREATE_WORKSHOP_FAILED,无法创建研讨会。请稍后再试。
translation.errors.ADMIN_WORKSHOP_ALREADY_EXISTS,具有该标题和日期的研讨会已存在。请重试。
translation.errors.FETCH_WORKSHOPS_FAILED,无法获取研讨会列表。请稍后再试。
translation.errors.ADMIN_DELETE_WORKSHOP_FAILED,无法删除研讨会。请稍后再试。
translation.errors.ADMIN_WORKSHOP_NOT_FOUND,服务器上未找到该研讨会，可能已结束或被删除。
